source_node_id,target_node_id,relationship_type,efficacy_score,strength_of_evidence,recommended_dosage_range,contraindications,synergistic_herbs
1,1391,herb_treats_condition,0.67,Medium,250-500mg,Pregnancy,"Ashwagandha, Brahmi"
1,1392,herb_treats_condition,0.85,Medium,250-500mg,Bleeding disorders,"Triphala, Haritaki"
1,1393,herb_treats_condition,0.75,High,50-100mg,Bleeding disorders,"Triphala, Haritaki"
1,1394,herb_treats_condition,0.95,High,500-1000mg,Pitta excess,"Guggulu, Shallaki"
1,1395,herb_treats_condition,0.66,Low,100-250mg,Bleeding disorders,"Triphala, Haritaki"
1,1396,herb_treats_condition,0.88,Low,50-100mg,Pregnancy,"Triphala, Haritaki"
1,1397,herb_treats_condition,0.93,Low,250-500mg,Pregnancy,"Tulsi, Ginger"
1,1398,herb_treats_condition,0.86,Low,250-500mg,None,"Guggulu, Shallaki"
1,1399,herb_treats_condition,0.66,Low,1-3g,Pitta excess,"Triphala, Haritaki"
1,1400,herb_treats_condition,0.81,Medium,1-3g,None,"Amla, Haritaki"
1,1401,herb_treats_condition,0.87,Low,50-100mg,None,"Amla, Haritaki"
1,1402,herb_treats_condition,0.92,High,50-100mg,Bleeding disorders,"Triphala, Haritaki"
1,1403,herb_treats_condition,0.67,Low,1-3g,Bleeding disorders,"Ashwagandha, Brahmi"
1,1404,herb_treats_condition,0.79,Low,50-100mg,None,"Tulsi, Ginger"
1,1405,herb_treats_condition,0.85,High,250-500mg,Pregnancy,"Ashwagandha, Brahmi"
1,1407,herb_treats_condition,0.74,High,500-1000mg,Pitta excess,"Guggulu, Shallaki"
1,1408,herb_treats_condition,0.8,High,50-100mg,Bleeding disorders,"Guggulu, Shallaki"
1,1409,herb_treats_condition,0.91,High,50-100mg,Pitta excess,"Triphala, Haritaki"
1,1410,herb_treats_condition,0.8,Medium,1-3g,Pregnancy,"Ashwagandha, Brahmi"
1,1412,herb_treats_condition,0.72,High,250-500mg,Bleeding disorders,"Guggulu, Shallaki"
1,1413,herb_treats_condition,0.77,Low,50-100mg,Bleeding disorders,"Tulsi, Ginger"
1,1417,herb_treats_condition,0.76,Medium,100-250mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,1420,herb_treats_condition,0.84,Medium,50-100mg,Bleeding disorders,"Triphala, Haritaki"
1,1421,herb_treats_condition,0.7,Medium,100-250mg,Pregnancy,"Guggulu, Shallaki"
1,1422,herb_treats_condition,0.81,High,1-3g,Pitta excess,"Guggulu, Shallaki"
1,1423,herb_treats_condition,0.72,Low,500-1000mg,Bleeding disorders,"Amla, Haritaki"
1,1424,herb_treats_condition,0.75,High,100-250mg,Pitta excess,"Triphala, Haritaki"
1,1426,herb_treats_condition,0.82,High,100-250mg,Pitta excess,"Tulsi, Ginger"
1,1428,herb_treats_condition,0.86,High,100-250mg,None,"Triphala, Haritaki"
1,1429,herb_treats_condition,0.85,High,100-250mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,1430,herb_treats_condition,0.82,High,50-100mg,Pitta excess,"Tulsi, Ginger"
1,1431,herb_treats_condition,0.9,Low,50-100mg,Bleeding disorders,"Guggulu, Shallaki"
1,1432,herb_treats_condition,0.94,Medium,500-1000mg,Bleeding disorders,"Triphala, Haritaki"
1,1434,herb_treats_condition,0.88,Low,100-250mg,Pitta excess,"Ashwagandha, Brahmi"
1,1435,herb_treats_condition,0.88,High,1-3g,Bleeding disorders,"Amla, Haritaki"
1,1437,herb_treats_condition,0.82,Low,1-3g,Pitta excess,"Triphala, Haritaki"
1,1438,herb_treats_condition,0.86,Medium,50-100mg,None,"Triphala, Haritaki"
1,1439,herb_treats_condition,0.8,High,500-1000mg,Bleeding disorders,"Triphala, Haritaki"
1,1442,herb_treats_condition,0.91,Medium,500-1000mg,Pitta excess,"Triphala, Haritaki"
1,1443,herb_treats_condition,0.71,Low,500-1000mg,Pregnancy,"Tulsi, Ginger"
1,1445,herb_treats_condition,0.94,Low,100-250mg,Pitta excess,"Ashwagandha, Brahmi"
1,1446,herb_treats_condition,0.7,Medium,1-3g,None,"Tulsi, Ginger"
1,1447,herb_treats_condition,0.91,Low,500-1000mg,None,"Ashwagandha, Brahmi"
1,1448,herb_treats_condition,0.83,Medium,250-500mg,None,"Amla, Haritaki"
1,1449,herb_treats_condition,0.93,High,1-3g,Pregnancy,"Amla, Haritaki"
1,1450,herb_treats_condition,0.68,Medium,50-100mg,Pitta excess,"Amla, Haritaki"
1,1451,herb_treats_condition,0.81,High,50-100mg,None,"Amla, Haritaki"
1,1453,herb_treats_condition,0.88,Low,100-250mg,Bleeding disorders,"Guggulu, Shallaki"
1311,457,herb_treats_condition,0.66,Medium,100-250mg,Pregnancy,"Neem — Fruit, Atish Assam"
