node_id,name,scientific_name,taste,energy,post_digestive_effect,primary_dosha_balance,secondary_dosha_balance,region,properties,uses,contraindications,medicine_forms,rasa,guna,virya,vipaka,prabhava,reduces_vata,reduces_pitta,reduces_kapha,anti_inflammatory,analgesic,carminative,antimicrobial,antioxidant,hepatoprotective,anxiolytic,antipyretic,alkaloids,flavonoids,terpenoids,phenols,tannins,saponins,glycosides,lignans,sterols,coumarins,dosha_vata,dosha_pitta,dosha_kapha
530,Jatamansi — Leaf,Nardostachys jatamansi,Astringent,Cool,Sweet,Pitta,All,Sri Lanka,Cardiotonic,Respiratory support,Cold constitution,Churna (powder),Astringent,"Light,Stable,Sharp",Cold,Sweet,Analgesic,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,-3,0
531,Jatamansi — Stem,Nardostachys jatamansi,Sweet,Warm,Pungent,All,All,West Bengal,Diuretic,Hair care,Bleeding disorders,Kashaya (decoction),Sweet,Dry,Cold,Pungent,Nervine tonic,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2,-3,1
532,Jatamansi — Bark,Nardostachys jatamansi,Mixed,Hot,Sweet,Vata,Vata,Rajasthan,Digestive stimulant,Digestion,Pregnancy,Avaleha (jam),Sweet,"Rough,Dry",Hot,Sweet,Analgesic,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,-2,1,1
533,Jatamansi — Seed,Nardostachys jatamansi,Sour,Warm,Sour,All,All,Himachal Pradesh,Immunomodulatory,Hair care,Cold constitution,Vati (tablets),Sour,"Cloudy,Heavy",Cold,Sweet,Diaphoretic,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,-1,-2,1
534,Jatamansi — Fruit,Nardostachys jatamansi,Sweet,Hot,Astringent,Vata,Pitta,Karnataka,Diuretic,"Stress, Anxiety",None,Kwatha (decoction),Sweet,"Hot,Oily",Hot,Astringent,Detoxifying,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,-3,-1,2
535,Jatamansi — Flower,Nardostachys jatamansi,Sweet,Cool,Pungent,Vata,Pitta,Tamil Nadu,Antimicrobial,Respiratory support,None,Churna (powder),Sweet,"Soft,Dry,Sticky",Cold,Pungent,Nervine tonic,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-2,-3,3
536,Jatamansi — Resin,Nardostachys jatamansi,Sweet,Cold,Sweet,Vata,Pitta,Kerala,Hepatoprotective,Liver disorders,Pitta excess,Taila (oil),Sweet,"Rough,Light",Hot,Sweet,Rejuvenative,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,-2,-1,1
537,Jatamansi — Latex,Nardostachys jatamansi,Pungent,Warm,Pungent,Kapha,Vata,Kerala,Analgesic,Female reproductive health,Pitta excess,Kwatha (decoction),Pungent,Heavy,Hot,Pungent,Carminative,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-2,3,-3
538,Jatamansi — Wild,Nardostachys jatamansi,Sweet,Neutral,Sweet,All,All,India,Analgesic,Digestion,None,Vati (tablets),Sweet,"Sharp,Firm",Hot,Sweet,Diaphoretic,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,-3,-1,-1
539,Jatamansi — Rural,Nardostachys jatamansi,Sweet,Cold,Astringent,Vata,Vata,Uttar Pradesh,Rejuvenative,Heart health,Pregnancy,Churna (powder),Sweet,Cold,Hot,Astringent,Rejuvenative,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-2,0,1
540,Jatamansi — Mountain,Nardostachys jatamansi,Mixed,Hot,Pungent,Vata,All,West Bengal,Antimicrobial,Skin diseases,Bleeding disorders,Churna (powder),Sour,"Smooth,Mobile,Heavy",Hot,Pungent,Demulcent,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1
541,Jatamansi — Coastal,Nardostachys jatamansi,Sour,Cool,Pungent,Kapha,Pitta,Himachal Pradesh,Rejuvenative,"Stress, Anxiety",Pitta excess,Kwatha (decoction),Sour,"Light,Clear,Liquid",Cold,Pungent,Rejuvenative,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,-2,0
542,Jatamansi — Indian,Nardostachys jatamansi,Sour,Warm,Sweet,Vata,Pitta,Uttar Pradesh,Diuretic,Digestion,None,Kwatha (decoction),Sour,"Soft,Clear",Hot,Sweet,Analgesic,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0
543,Jatamansi — Himalayan,Nardostachys jatamansi,Astringent,Warm,Astringent,Kapha,Vata,India,Expectorant,Digestion,Pitta excess,Ghrita (ghee),Astringent,Liquid,Cold,Astringent,Rejuvenating,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,-2,-2
544,Jatamansi — Malabar,Nardostachys jatamansi,Sweet,Neutral,Astringent,Pitta,All,West Bengal,Cardiotonic,Liver disorders,Bleeding disorders,Ghrita (ghee),Sweet,Sticky,Hot,Astringent,Rejuvenative,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,-1,-2,2
545,Jatamansi — Kashmir,Nardostachys jatamansi,Pungent,Hot,Bitter,Vata,Pitta,India,Analgesic,Hair care,Diarrhea,Churna (powder),Pungent,Dry,Hot,Pungent,Rejuvenative,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,-3
546,Jatamansi — Kerala,Nardostachys jatamansi,Sweet,Hot,Bitter,Kapha,Vata,Uttar Pradesh,Diuretic,Arthritis,None,Kashaya (decoction),Sweet,"Dense,Bland",Hot,Astringent,Nervine tonic,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,-3,0,0
547,Jatamansi — Assam,Nardostachys jatamansi,Bitter,Cold,Astringent,Vata,Vata,Uttar Pradesh,Diuretic,Female reproductive health,Diarrhea,Swarasa (juice),Bitter,"Firm,Mobile",Cold,Astringent,Diaphoretic,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-2,0
548,Bhringraj — Root,Eclipta alba,Astringent,Hot,Sour,Vata,Pitta,Sri Lanka,Antimicrobial,Respiratory support,Cold constitution,Churna (powder),Astringent,"Subtle,Soft",Hot,Astringent,Rejuvenating,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,-2,-2
549,Bhringraj — Leaf,Eclipta alba,Astringent,Cold,Pungent,Kapha,Kapha,West Bengal,Antimicrobial,"Stress, Anxiety",Pitta excess,Kashaya (decoction),Astringent,"Sharp,Soft,Oily",Cold,Pungent,Rejuvenative,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,2,-1,-1
550,Bhringraj — Stem,Eclipta alba,Sweet,Cold,Sweet,Pitta,Pitta,Nepal,Immunomodulatory,Skin diseases,Pregnancy,Vati (tablets),Sweet,"Sharp,Mobile",Cold,Sweet,Diaphoretic,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-3,3
551,Bhringraj — Bark,Eclipta alba,Astringent,Cool,Astringent,All,Vata,India,Analgesic,Arthritis,None,Taila (oil),Astringent,"Dry,Soft,Clear",Cold,Astringent,Nervine tonic,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,-3,-2
552,Bhringraj — Seed,Eclipta alba,Astringent,Warm,Sweet,Vata,Pitta,Sri Lanka,Adaptogenic,Weight management,Pregnancy,Ghrita (ghee),Astringent,"Smooth,Cloudy,Dry",Hot,Sweet,Analgesic,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-2,-2
553,Bhringraj — Fruit,Eclipta alba,Mixed,Warm,Pungent,Vata,Pitta,West Bengal,Antimicrobial,Heart health,Pregnancy,Taila (oil),Sweet,"Heavy,Mobile",Cold,Pungent,Demulcent,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,-2,-3,3
554,Bhringraj — Flower,Eclipta alba,Sweet,Cold,Sweet,All,All,India,Rejuvenative,Heart health,Bleeding disorders,Kwatha (decoction),Sweet,Soft,Cold,Sweet,Nervine tonic,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,-3,-3,1
555,Bhringraj — Resin,Eclipta alba,Astringent,Hot,Pungent,Vata,Vata,Kerala,Digestive stimulant,Skin diseases,Bleeding disorders,Avaleha (jam),Astringent,Stable,Hot,Pungent,Analgesic,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-2
556,Bhringraj — Latex,Eclipta alba,Sweet,Hot,Sour,Kapha,Vata,Kerala,Immunomodulatory,Arthritis,Diarrhea,Kashaya (decoction),Sweet,"Clear,Bland",Hot,Astringent,Diaphoretic,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-3,0,-1
557,Bhringraj — Wild,Eclipta alba,Mixed,Cold,Sweet,Kapha,Vata,Kerala,Expectorant,Digestion,Bleeding disorders,Avaleha (jam),Sweet,Smooth,Hot,Sweet,Galactagogue,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,-3,0,-1
558,Bhringraj — Rural,Eclipta alba,Mixed,Cool,Bitter,Vata,All,Sri Lanka,Antimicrobial,Skin diseases,Pitta excess,Ghrita (ghee),Sweet,"Dry,Firm,Sticky",Cold,Sweet,Nervine tonic,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-2,-2,3
559,Bhringraj — Mountain,Eclipta alba,Pungent,Warm,Astringent,All,Pitta,Kerala,Cardiotonic,Weight management,Cold constitution,Ghrita (ghee),Pungent,Stable,Hot,Astringent,Galactagogue,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,-2,1,-3
560,Bhringraj — Coastal,Eclipta alba,Salty,Warm,Bitter,All,All,Kerala,Immunomodulatory,Immunity,None,Vati (tablets),Salty,"Oily,Soft",Cold,Sweet,Demulcent,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,-2,1
561,Bhringraj — Indian,Eclipta alba,Astringent,Cold,Sour,Pitta,Vata,Himachal Pradesh,Rejuvenative,"Stress, Anxiety",None,Kashaya (decoction),Astringent,Sticky,Cold,Astringent,Diaphoretic,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,-3,1
562,Bhringraj — Himalayan,Eclipta alba,Sweet,Neutral,Sour,Kapha,All,Rajasthan,Hepatoprotective,Digestion,Pitta excess,Ghrita (ghee),Sweet,Subtle,Cold,Astringent,Nervine tonic,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,-2,1
563,Bhringraj — Malabar,Eclipta alba,Bitter,Warm,Sweet,All,Kapha,Nepal,Digestive stimulant,Skin diseases,Pregnancy,Ghrita (ghee),Bitter,"Oily,Rough,Dense",Hot,Sweet,Analgesic,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-2
564,Bhringraj — Kashmir,Eclipta alba,Salty,Cold,Astringent,Vata,Pitta,Nepal,Antimicrobial,"Stress, Anxiety",Bleeding disorders,Vati (tablets),Salty,Smooth,Cold,Astringent,Galactagogue,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,-1,-2,2
565,Bhringraj — Kerala,Eclipta alba,Pungent,Neutral,Astringent,Kapha,Vata,West Bengal,Cardiotonic,Weight management,Bleeding disorders,Ghrita (ghee),Pungent,Subtle,Hot,Astringent,Carminative,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,-1,3,-3
566,Bhringraj — Assam,Eclipta alba,Mixed,Cool,Sour,Kapha,Pitta,Assam,Anti-inflammatory,Respiratory support,Pregnancy,Ghrita (ghee),Astringent,"Bland,Liquid,Dry",Cold,Pungent,Demulcent,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,3,-3,-2
567,Manjistha — Root,Rubia cordifolia,Sour,Cold,Sweet,All,Vata,West Bengal,Cardiotonic,Arthritis,Bleeding disorders,Swarasa (juice),Sour,"Sticky,Cold",Cold,Sweet,Analgesic,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-2,1
568,Manjistha — Leaf,Rubia cordifolia,Salty,Cold,Astringent,Vata,Vata,Karnataka,Cardiotonic,Skin diseases,Pregnancy,Swarasa (juice),Salty,Subtle,Cold,Astringent,Rejuvenating,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
569,Manjistha — Stem,Rubia cordifolia,Bitter,Warm,Bitter,Vata,Kapha,Rajasthan,Analgesic,Skin diseases,Bleeding disorders,Avaleha (jam),Bitter,"Light,Subtle",Hot,Astringent,Analgesic,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,2,0,-3
570,Manjistha — Bark,Rubia cordifolia,Mixed,Cool,Astringent,Pitta,Kapha,Uttar Pradesh,Galactagogue,Weight management,Bleeding disorders,Avaleha (jam),Pungent,"Mobile,Clear",Cold,Astringent,Diaphoretic,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,-1,-3
571,Manjistha — Seed,Rubia cordifolia,Sweet,Warm,Pungent,Pitta,Vata,Nepal,Antimicrobial,Weight management,Pregnancy,Vati (tablets),Sweet,"Sticky,Oily,Dry",Hot,Pungent,Rejuvenating,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-2,-2,3
572,Manjistha — Fruit,Rubia cordifolia,Sour,Warm,Sour,Pitta,Vata,Assam,Hepatoprotective,"Stress, Anxiety",Diarrhea,Kwatha (decoction),Sour,"Dense,Light,Subtle",Hot,Sweet,Carminative,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1
573,Manjistha — Flower,Rubia cordifolia,Pungent,Warm,Astringent,Pitta,Vata,Sri Lanka,Galactagogue,"Stress, Anxiety",None,Churna (powder),Pungent,"Sticky,Soft",Hot,Astringent,Analgesic,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,-2,1,-2
574,Manjistha — Resin,Rubia cordifolia,Sweet,Cold,Pungent,Vata,Kapha,Rajasthan,Immunomodulatory,Digestion,Pregnancy,Avaleha (jam),Sweet,"Stable,Hot",Hot,Pungent,Aphrodisiac,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-3,1,-1
575,Manjistha — Latex,Rubia cordifolia,Astringent,Cool,Pungent,All,All,Himachal Pradesh,Analgesic,Heart health,None,Kwatha (decoction),Astringent,"Firm,Dense",Cold,Pungent,Analgesic,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-3,-1
576,Manjistha — Wild,Rubia cordifolia,Mixed,Cool,Sour,Pitta,Pitta,Assam,Immunomodulatory,Digestion,Pitta excess,Churna (powder),Pungent,"Rough,Cloudy",Cold,Astringent,Rejuvenating,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,-1
577,Manjistha — Rural,Rubia cordifolia,Sweet,Warm,Sweet,Vata,Kapha,Karnataka,Antimicrobial,Skin diseases,Diarrhea,Kwatha (decoction),Sweet,Mobile,Cold,Sweet,Galactagogue,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-2,-2,1
578,Manjistha — Mountain,Rubia cordifolia,Sour,Hot,Astringent,All,Vata,Himachal Pradesh,Galactagogue,Skin diseases,Cold constitution,Avaleha (jam),Sour,"Dry,Smooth,Heavy",Hot,Astringent,Nervine tonic,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,-1
579,Manjistha — Coastal,Rubia cordifolia,Pungent,Hot,Sweet,Kapha,Pitta,Uttar Pradesh,Antimicrobial,Heart health,Diarrhea,Taila (oil),Pungent,"Mobile,Dense,Liquid",Hot,Sweet,Aphrodisiac,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,-3
580,Manjistha — Indian,Rubia cordifolia,Salty,Warm,Astringent,Pitta,Vata,Kerala,Antimicrobial,Weight management,Cold constitution,Kashaya (decoction),Salty,Firm,Hot,Astringent,Aphrodisiac,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,-1,0,0
581,Manjistha — Himalayan,Rubia cordifolia,Pungent,Hot,Astringent,Vata,All,Tamil Nadu,Adaptogenic,Hair care,Diarrhea,Kashaya (decoction),Pungent,"Smooth,Rough,Light",Hot,Astringent,Diaphoretic,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,-1,3,-3
582,Manjistha — Malabar,Rubia cordifolia,Pungent,Hot,Sweet,Pitta,Pitta,Sri Lanka,Adaptogenic,Respiratory support,None,Kwatha (decoction),Pungent,"Cloudy,Smooth,Cold",Hot,Sweet,Rejuvenative,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,-3
583,Manjistha — Kashmir,Rubia cordifolia,Sweet,Cool,Bitter,All,Kapha,Tamil Nadu,Galactagogue,Heart health,None,Vati (tablets),Sweet,Stable,Cold,Sweet,Galactagogue,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,-3,-3,1
584,Manjistha — Kerala,Rubia cordifolia,Sweet,Cool,Astringent,Pitta,All,Kerala,Adaptogenic,Liver disorders,None,Taila (oil),Sweet,Bland,Cold,Astringent,Diaphoretic,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,-1,-3,3
585,Manjistha — Assam,Rubia cordifolia,Pungent,Warm,Sour,Vata,Pitta,Sri Lanka,Immunomodulatory,Respiratory support,Diarrhea,Swarasa (juice),Pungent,"Light,Sharp",Cold,Pungent,Diaphoretic,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,-1,0,-1
586,Kutki — Root,Picrorhiza kurroa,Mixed,Neutral,Bitter,Pitta,Vata,Himachal Pradesh,Diuretic,Female reproductive health,Cold constitution,Kashaya (decoction),Sour,"Mobile,Hot,Clear",Cold,Astringent,Nervine tonic,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,2
587,Kutki — Leaf,Picrorhiza kurroa,Sour,Cold,Bitter,Kapha,Vata,Himachal Pradesh,Rejuvenative,Digestion,Cold constitution,Vati (tablets),Sour,"Cold,Cloudy",Cold,Pungent,Detoxifying,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
588,Kutki — Stem,Picrorhiza kurroa,Bitter,Cool,Pungent,Pitta,Pitta,Uttar Pradesh,Hepatoprotective,Digestion,None,Kwatha (decoction),Bitter,"Dry,Sharp",Cold,Pungent,Detoxifying,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3,-3,0
589,Kutki — Bark,Picrorhiza kurroa,Salty,Cool,Pungent,Pitta,Kapha,West Bengal,Rejuvenative,Respiratory support,Pregnancy,Avaleha (jam),Salty,"Stable,Clear",Cold,Pungent,Galactagogue,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,-2,0
590,Kutki — Seed,Picrorhiza kurroa,Sour,Cool,Sour,Kapha,Kapha,India,Expectorant,Digestion,Diarrhea,Avaleha (jam),Sour,"Oily,Dense,Mobile",Cold,Astringent,Nervine tonic,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,2
591,Kutki — Fruit,Picrorhiza kurroa,Bitter,Cool,Pungent,Pitta,Vata,Tamil Nadu,Cardiotonic,Respiratory support,Pitta excess,Swarasa (juice),Bitter,Firm,Cold,Pungent,Nervine tonic,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,-3,0
592,Kutki — Flower,Picrorhiza kurroa,Astringent,Warm,Bitter,All,All,Kerala,Hepatoprotective,Immunity,None,Vati (tablets),Astringent,"Sharp,Mobile,Hot",Hot,Astringent,Aphrodisiac,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,-3
593,Kutki — Resin,Picrorhiza kurroa,Sour,Neutral,Bitter,Vata,All,West Bengal,Rejuvenative,Arthritis,Pregnancy,Kashaya (decoction),Sour,"Sharp,Sticky,Clear",Hot,Sweet,Diaphoretic,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,3,1
594,Kutki — Latex,Picrorhiza kurroa,Sweet,Warm,Sweet,Kapha,Kapha,Rajasthan,Adaptogenic,Liver disorders,Diarrhea,Kwatha (decoction),Sweet,"Cold,Dry,Firm",Cold,Sweet,Rejuvenating,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,-2,1
595,Kutki — Wild,Picrorhiza kurroa,Mixed,Cold,Pungent,Kapha,All,West Bengal,Adaptogenic,Female reproductive health,Cold constitution,Kwatha (decoction),Pungent,Oily,Hot,Pungent,Galactagogue,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,3,-3
596,Kutki — Rural,Picrorhiza kurroa,Pungent,Cool,Pungent,All,All,India,Analgesic,Digestion,Cold constitution,Vati (tablets),Pungent,"Sharp,Smooth,Bland",Cold,Pungent,Galactagogue,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,-2,0,-3
597,Kutki — Mountain,Picrorhiza kurroa,Bitter,Warm,Sour,All,Pitta,India,Cardiotonic,Digestion,Bleeding disorders,Ghrita (ghee),Bitter,"Smooth,Light,Dry",Hot,Sweet,Rejuvenative,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,2,-2,-3
598,Kutki — Coastal,Picrorhiza kurroa,Mixed,Cold,Sweet,Pitta,Vata,Assam,Anti-inflammatory,"Stress, Anxiety",Diarrhea,Ghrita (ghee),Pungent,Cold,Cold,Sweet,Detoxifying,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,-1,-1,-1
599,Kutki — Indian,Picrorhiza kurroa,Sweet,Warm,Bitter,All,Vata,Sri Lanka,Anti-inflammatory,Arthritis,Pitta excess,Kashaya (decoction),Sweet,Light,Hot,Astringent,Aphrodisiac,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,-2,-2,-1
600,Kutki — Himalayan,Picrorhiza kurroa,Sour,Cool,Pungent,All,Kapha,West Bengal,Hepatoprotective,Immunity,Diarrhea,Kwatha (decoction),Sour,Sticky,Cold,Pungent,Detoxifying,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,-1,-2,1
601,Kutki — Malabar,Picrorhiza kurroa,Sweet,Hot,Bitter,Vata,Pitta,Nepal,Digestive stimulant,Arthritis,Diarrhea,Ghrita (ghee),Sweet,Rough,Hot,Sweet,Detoxifying,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-3,-1,1
602,Kutki — Kashmir,Picrorhiza kurroa,Salty,Cold,Astringent,All,Vata,Sri Lanka,Anti-inflammatory,Liver disorders,Bleeding disorders,Vati (tablets),Salty,"Subtle,Firm",Cold,Astringent,Diaphoretic,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,-2,0
603,Kutki — Kerala,Picrorhiza kurroa,Sour,Hot,Pungent,Kapha,Kapha,Sri Lanka,Adaptogenic,Female reproductive health,None,Swarasa (juice),Sour,Subtle,Hot,Pungent,Detoxifying,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2,2,-2
604,Kutki — Assam,Picrorhiza kurroa,Astringent,Warm,Pungent,All,Kapha,Sri Lanka,Diuretic,Weight management,None,Kwatha (decoction),Astringent,"Smooth,Mobile",Hot,Pungent,Detoxifying,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,-2,-3
605,Guduchi — Root,Tinospora cordifolia,Bitter,Neutral,Astringent,Kapha,Kapha,Sri Lanka,Immunomodulatory,Liver disorders,Pregnancy,Swarasa (juice),Bitter,"Dense,Oily",Cold,Astringent,Rejuvenating,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,-2,0
606,Guduchi — Leaf,Tinospora cordifolia,Sweet,Warm,Astringent,Kapha,Kapha,Uttar Pradesh,Hepatoprotective,Heart health,Bleeding disorders,Churna (powder),Sweet,"Bland,Liquid,Smooth",Cold,Astringent,Carminative,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,-1,-2,1
607,Guduchi — Stem,Tinospora cordifolia,Mixed,Neutral,Bitter,Kapha,Pitta,Kerala,Galactagogue,Liver disorders,Pitta excess,Taila (oil),Pungent,"Stable,Dry,Subtle",Hot,Pungent,Diaphoretic,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,2,1,-3
608,Guduchi — Bark,Tinospora cordifolia,Astringent,Cool,Bitter,Vata,Pitta,West Bengal,Rejuvenative,Arthritis,Diarrhea,Kashaya (decoction),Astringent,Subtle,Cold,Pungent,Detoxifying,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,-3,0
609,Guduchi — Seed,Tinospora cordifolia,Salty,Warm,Sour,Kapha,Pitta,Sri Lanka,Diuretic,Skin diseases,Pitta excess,Kwatha (decoction),Salty,"Heavy,Bland,Liquid",Cold,Pungent,Rejuvenative,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,-2,1
610,Guduchi — Fruit,Tinospora cordifolia,Astringent,Cold,Astringent,Pitta,Kapha,Sri Lanka,Immunomodulatory,Arthritis,Pitta excess,Ghrita (ghee),Astringent,"Liquid,Hot",Cold,Astringent,Demulcent,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,2,-3,-2
611,Guduchi — Flower,Tinospora cordifolia,Salty,Warm,Bitter,Kapha,Kapha,Rajasthan,Cardiotonic,Immunity,None,Kwatha (decoction),Salty,Cold,Hot,Pungent,Demulcent,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,-2
612,Guduchi — Resin,Tinospora cordifolia,Astringent,Hot,Sour,Vata,All,Uttar Pradesh,Diuretic,Respiratory support,Diarrhea,Avaleha (jam),Astringent,"Cold,Oily",Hot,Pungent,Rejuvenating,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,-1
613,Guduchi — Latex,Tinospora cordifolia,Sour,Warm,Bitter,Vata,Pitta,Karnataka,Digestive stimulant,"Stress, Anxiety",None,Kashaya (decoction),Sour,"Bland,Soft,Hot",Hot,Pungent,Diaphoretic,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,-1,1,0
614,Guduchi — Wild,Tinospora cordifolia,Pungent,Warm,Pungent,Vata,All,West Bengal,Galactagogue,Skin diseases,Pitta excess,Churna (powder),Pungent,Hot,Cold,Pungent,Diaphoretic,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-2,2,-1
